team_id,team_name,id,name,positionId,shirtNumber,member_photo,height,age,dateOfBirth,ccode,cname,role.fallback,rating,goals,penalties,assists,rcards,ycards,positionIds,positionIdsDesc,transferValue,injured,injury.id,injury.expectedReturn,team_logo
6317,Algeria,191551.0,Vladimir Petkovic,,,https://images.fotmob.com/image_resources/playerimages/191551.png,190.0,62.0,1963-08-15,SUI,Switzerland,Coach,,,,,,,,,,,,,https://images.fotmob.com/image_resources/logo/teamlogo/sui.png
6317,Algeria,1285492.0,Melvin Mastil,0.0,1.0,https://images.fotmob.com/image_resources/playerimages/1285492.png,194.0,26.0,2000-02-19,2442,Stade Nyonnais,Keeper,,0.0,0.0,0.0,0.0,0.0,11,GK,289431.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/2442.png
6317,Algeria,1116034.0,Oussama Benbot,0.0,16.0,https://images.fotmob.com/image_resources/playerimages/1116034.png,188.0,31.0,1994-10-11,101628,USM Alger,Keeper,3.77,0.0,0.0,0.0,0.0,0.0,11,GK,,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101628.png
6317,Algeria,770880.0,Luca Zidane,0.0,23.0,https://images.fotmob.com/image_resources/playerimages/770880.png,183.0,28.0,1998-05-13,7878,Granada,Keeper,6.05,0.0,0.0,0.0,0.0,0.0,11,GK,929728.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/7878.png
6317,Algeria,210683.0,Aïssa Mandi,1.0,2.0,https://images.fotmob.com/image_resources/playerimages/210683.png,186.0,34.0,1991-10-22,8639,Lille,Defender,6.91,0.0,0.0,0.0,0.0,0.0,"36,32","CB,RB",1097598.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/8639.png
6317,Algeria,1131925.0,Mohamed Amine Tougai,1.0,4.0,https://images.fotmob.com/image_resources/playerimages/1131925.png,186.0,26.0,2000-01-22,8153,Espérance,Defender,,0.0,0.0,0.0,0.0,0.0,36,CB,1108005.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/8153.png
6317,Algeria,1118823.0,Zineddine Belaïd,1.0,5.0,https://images.fotmob.com/image_resources/playerimages/1118823.png,186.0,27.0,1999-03-20,101630,JS Kabylie,Defender,6.15,0.0,0.0,0.0,0.0,0.0,34,CB,420053.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101630.png
6317,Algeria,1178324.0,Jaouen Hadjam,1.0,13.0,https://images.fotmob.com/image_resources/playerimages/1178324.png,185.0,23.0,2003-03-26,10192,Young Boys,Defender,6.62,0.0,0.0,0.0,0.0,0.0,"38,37","LB,CB",9868310.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/10192.png
6317,Algeria,933845.0,Rayan Aït-Nouri,1.0,15.0,https://images.fotmob.com/image_resources/playerimages/933845.png,180.0,25.0,2001-06-06,8456,Manchester City,Defender,6.88,0.0,0.0,0.0,0.0,0.0,"38,87","LB,LW",47935298.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/8456.png
6317,Algeria,559065.0,Ramy Bensebaini,1.0,21.0,https://images.fotmob.com/image_resources/playerimages/559065.png,187.0,31.0,1995-04-16,9789,Borussia Dortmund,Defender,6.99,0.0,0.0,0.0,0.0,0.0,"37,68","CB,LWB",13190102.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/9789.png
6317,Algeria,1039219.0,Samir Chergui,1.0,26.0,https://images.fotmob.com/image_resources/playerimages/1039219.png,185.0,27.0,1999-02-06,6379,Paris FC,Defender,6.13,0.0,0.0,0.0,0.0,0.0,"32,34","RB,CB",1600467.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/6379.png
6317,Algeria,1362385.0,Achref Abada,1.0,28.0,https://images.fotmob.com/image_resources/playerimages/1362385.png,185.0,27.0,1999-06-15,101628,USM Alger,Defender,,0.0,0.0,0.0,0.0,0.0,"34,32","CB,RB",,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101628.png
6317,Algeria,1074967.0,Ramiz Zerrouki,2.0,6.0,https://images.fotmob.com/image_resources/playerimages/1074967.png,183.0,28.0,1998-05-26,8611,FC Twente,Midfielder,5.84,0.0,0.0,0.0,0.0,1.0,"64,75","CDM,CM",5142369.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/8611.png
6317,Algeria,776299.0,Houssem Aouar,2.0,8.0,https://images.fotmob.com/image_resources/playerimages/776299.png,175.0,27.0,1998-06-30,8577,Al Ittihad,Midfielder,7.18,0.0,0.0,2.0,0.0,0.0,"85,75,87,105,103","CAM,CM,LW,ST,RW",7972149.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/8577.png
6317,Algeria,1033099.0,Hicham Boudaoui,2.0,14.0,https://images.fotmob.com/image_resources/playerimages/1033099.png,175.0,26.0,1999-09-23,9831,Nice,Midfielder,6.7,0.0,0.0,0.0,0.0,0.0,"73,64","CM,CDM",12031880.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/9831.png
6317,Algeria,1345875.0,Farès Chaïbi,2.0,17.0,https://images.fotmob.com/image_resources/playerimages/1345875.png,183.0,23.0,2002-11-28,9810,Eintracht Frankfurt,Midfielder,7.14,0.0,0.0,0.0,0.0,0.0,"64,77,87,85,82","CDM,CM,LW,CAM,RW",19651861.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/9810.png
6317,Algeria,500520.0,Nabil Bentaleb,2.0,19.0,https://images.fotmob.com/image_resources/playerimages/500520.png,187.0,31.0,1994-11-24,8639,Lille,Midfielder,6.78,0.0,0.0,0.0,0.0,0.0,"64,75,36","CDM,CM,CB",995503.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/8639.png
6317,Algeria,1457626.0,Ibrahim Maza,2.0,22.0,https://images.fotmob.com/image_resources/playerimages/1457626.png,180.0,20.0,2005-11-24,8178,Bayer Leverkusen,Midfielder,7.08,0.0,0.0,0.0,0.0,0.0,"84,64,75,103","CAM,CDM,CM,RW",21028010.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/8178.png
6317,Algeria,1288907.0,Yacine Titraoui,2.0,24.0,https://images.fotmob.com/image_resources/playerimages/1288907.png,170.0,22.0,2003-07-26,9986,Sporting Charleroi,Midfielder,,0.0,0.0,0.0,0.0,0.0,"64,74","CDM,CM",8224768.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/9986.png
6317,Algeria,1231029.0,Rafik Belghali,2.0,25.0,https://images.fotmob.com/image_resources/playerimages/1231029.png,178.0,24.0,2002-06-07,9876,Hellas Verona,Midfielder,6.73,1.0,0.0,0.0,0.0,0.0,"71,32,86,33,79,51","RM,RB,CAM,CB,LM,RWB",6040926.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/9876.png
6317,Algeria,278343.0,Riyad Mahrez,3.0,7.0,https://images.fotmob.com/image_resources/playerimages/278343.png,179.0,35.0,1991-02-21,2530,Al Ahli,Attacker,7.77,2.0,0.0,1.0,0.0,0.0,"83,72","RW,RM",4478232.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/2530.png
6317,Algeria,844437.0,Amine Gouiri,3.0,9.0,https://images.fotmob.com/image_resources/playerimages/844437.png,181.0,26.0,2000-02-16,8592,Marseille,Attacker,6.75,1.0,0.0,0.0,0.0,0.0,"115,85","ST,CAM",30903837.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/8592.png
6317,Algeria,1576876.0,Anis Hadj Moussa,3.0,11.0,https://images.fotmob.com/image_resources/playerimages/1576876.png,176.0,24.0,2002-02-11,10235,Feyenoord,Attacker,6.45,0.0,0.0,0.0,0.0,0.0,83,RW,23239013.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/10235.png
6317,Algeria,1210929.0,Nadhir Benbouali,3.0,12.0,https://images.fotmob.com/image_resources/playerimages/1210929.png,190.0,26.0,2000-04-17,5755,Györi ETO,Attacker,7.47,1.0,0.0,0.0,0.0,0.0,115,ST,960187.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/5755.png
6317,Algeria,1134206.0,Mohammed Amoura,3.0,18.0,https://images.fotmob.com/image_resources/playerimages/1134206.png,170.0,26.0,2000-05-09,8721,Wolfsburg,Attacker,6.05,0.0,0.0,0.0,0.0,0.0,"115,87,86","ST,LW,CAM",29306496.0,True,42,About 1-2 weeks,https://images.fotmob.com/image_resources/logo/teamlogo/8721.png
6317,Algeria,1523327.0,Farès Ghedjemis,3.0,25.0,https://images.fotmob.com/image_resources/playerimages/1523327.png,183.0,23.0,2002-09-06,9891,Frosinone,Attacker,,0.0,0.0,0.0,0.0,0.0,103,RW,2181566.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/9891.png
6317,Algeria,1298669.0,Adil Boulbina,3.0,27.0,https://images.fotmob.com/image_resources/playerimages/1298669.png,183.0,23.0,2003-05-02,203826,Al-Duhail SC,Attacker,,0.0,0.0,0.0,0.0,0.0,"87,83","LW,RW",2458944.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/203826.png
5816,Jordan,1136875.0,Jamal Sellami,,,https://images.fotmob.com/image_resources/playerimages/1136875.png,183.0,55.0,1970-10-06,MAR,Morocco,Coach,,,,,,,,,,,,,https://images.fotmob.com/image_resources/logo/teamlogo/mar.png
5816,Jordan,734654.0,Yazeed Abulaila,0.0,1.0,https://images.fotmob.com/image_resources/playerimages/734654.png,188.0,33.0,1993-01-08,101688,Al-Hussein SC,Keeper,5.82,0.0,0.0,0.0,0.0,0.0,11,GK,,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101688.png
5816,Jordan,1554110.0,Nour Bani Ateyah,0.0,12.0,https://images.fotmob.com/image_resources/playerimages/1554110.png,179.0,33.0,1993-01-25,101665,Al-Faisaly,Keeper,,0.0,0.0,0.0,0.0,0.0,11,GK,,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101665.png
5816,Jordan,915790.0,Abdallah Al Fakhori,0.0,22.0,https://images.fotmob.com/image_resources/playerimages/915790.png,190.0,26.0,2000-01-22,101690,Al-Wehdat,Keeper,,0.0,0.0,0.0,0.0,0.0,11,GK,,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101690.png
5816,Jordan,1312681.0,Abdallah Nasib,1.0,3.0,https://images.fotmob.com/image_resources/playerimages/1312681.png,184.0,32.0,1994-02-25,101659,Al Zawraa,Defender,6.49,0.0,0.0,0.0,0.0,0.0,33,CB,,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101659.png
5816,Jordan,1554109.0,Husam Abu Dahab,1.0,4.0,https://images.fotmob.com/image_resources/playerimages/1554109.png,186.0,26.0,2000-05-13,101665,Al-Faisaly,Defender,6.5,0.0,0.0,0.0,0.0,1.0,37,CB,,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101665.png
5816,Jordan,852168.0,Yazan Al Arab,1.0,5.0,https://images.fotmob.com/image_resources/playerimages/852168.png,185.0,30.0,1996-01-31,92630,FC Seoul,Defender,6.42,0.0,0.0,0.0,0.0,1.0,36,CB,636491.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/92630.png
5816,Jordan,1033300.0,Mohammad Abu Al Nadi,1.0,16.0,https://images.fotmob.com/image_resources/playerimages/1033300.png,185.0,25.0,2001-02-08,165223,Selangor,Defender,6.27,0.0,0.0,0.0,0.0,0.0,37,CB,103503.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/165223.png
5816,Jordan,847766.0,Saleem Obaid,1.0,17.0,https://images.fotmob.com/image_resources/playerimages/847766.png,187.0,34.0,1992-01-17,101688,Al-Hussein SC,Defender,5.94,0.0,0.0,0.0,0.0,0.0,"37,38","CB,LB",,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101688.png
5816,Jordan,1902793.0,Mohammad Abu Ghoush,1.0,18.0,https://images.fotmob.com/image_resources/playerimages/1902793.png,183.0,20.0,2005-07-13,101688,Al-Hussein SC,Defender,,0.0,0.0,0.0,0.0,0.0,59,LWB,,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101688.png
5816,Jordan,1179369.0,Saed Al Rosan,1.0,19.0,https://images.fotmob.com/image_resources/playerimages/1179369.png,186.0,29.0,1997-02-01,101688,Al-Hussein SC,Defender,,0.0,0.0,0.0,0.0,0.0,33,CB,,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101688.png
5816,Jordan,1350517.0,Mohammad Abu Hasheesh,2.0,2.0,https://images.fotmob.com/image_resources/playerimages/1350517.png,179.0,31.0,1995-05-09,0,Al-Karma SC,Midfielder,,0.0,0.0,0.0,0.0,0.0,78,LM,111363.0,,,,https://images.fotmob.com/image_resources/logo/teamlogo/0.png
5816,Jordan,1213678.0,Amer Jamous,2.0,6.0,https://images.fotmob.com/image_resources/playerimages/1213678.png,177.0,23.0,2002-07-03,101659,Al Zawraa,Midfielder,5.89,0.0,0.0,0.0,0.0,0.0,"74,66","CM,CDM",,,,,https://images.fotmob.com/image_resources/logo/teamlogo/101659.png
